play,mean_rewards,mean_food_eaten
1,-0.544,1.14
2,-0.5120000000000001,1.22
3,-0.7280000000000001,0.7
4,0.06400000000000004,2.66
5,-0.6560000000000002,0.86
6,-0.456,1.38
7,-0.504,1.24
8,-0.6160000000000001,0.96
9,-0.544,1.14
10,-0.6480000000000001,0.88
11,-0.6880000000000002,0.78
12,-0.5920000000000003,1.02
13,-0.24799999999999997,1.88
14,-0.7120000000000003,0.72
15,-0.624,0.94
16,-0.5200000000000004,1.2
17,-0.7200000000000004,0.7
18,-0.7760000000000004,0.56
19,-0.6320000000000003,0.92
20,-0.4800000000000001,1.3
21,-0.44800000000000006,1.4
22,-0.6000000000000001,1.0
23,-0.34399999999999986,1.64
24,-0.5760000000000002,1.06
25,-0.592,1.02
26,-0.44,1.42
27,-0.7440000000000002,0.64
28,-0.7280000000000002,0.68
29,-0.664,0.84
30,-0.3279999999999999,1.68
31,-0.4800000000000001,1.3
32,-0.6320000000000001,0.92
33,-0.49599999999999994,1.26
34,-0.11999999999999997,2.2
35,-0.6000000000000001,1.0
36,-0.11999999999999997,2.2
37,-0.25599999999999995,1.88
38,-0.04799999999999996,2.38
39,-0.29599999999999993,1.76
40,-0.4800000000000001,1.3
41,-0.1519999999999999,2.12
42,-0.45600000000000007,1.36
43,-0.4800000000000001,1.3
44,-0.6239999999999999,0.94
45,0.039999999999999966,2.6
46,-0.023999999999999987,2.44
47,-0.015999999999999997,2.46
48,-0.2879999999999998,1.78
49,-0.5760000000000001,1.06
50,-0.35999999999999993,1.6
51,-0.14399999999999996,2.14
52,0.3040000000000001,3.26
53,-0.128,2.18
54,-0.6240000000000002,0.94
55,-0.41600000000000004,1.46
56,-0.504,1.24
57,-0.5680000000000001,1.08
58,-0.5120000000000001,1.22
59,-0.12799999999999995,2.18
60,-0.2079999999999999,1.98
61,-0.31199999999999994,1.72
62,-0.23199999999999996,1.92
63,-0.504,1.24
64,-0.05600000000000004,2.36
65,-0.02399999999999996,2.44
66,-0.3600000000000001,1.6
67,0.12000000000000004,2.8
68,0.23200000000000004,3.08
69,0.184,2.96
70,-0.04799999999999992,2.38
71,-0.3679999999999999,1.58
72,-0.10399999999999998,2.24
73,-0.3119999999999999,1.72
74,-0.3119999999999999,1.72
75,-0.8320000000000001,0.42
76,-0.22399999999999992,1.94
77,-0.24799999999999983,1.88
78,-0.23999999999999996,1.9
79,0.024000000000000004,2.56
80,0.43199999999999994,3.58
81,0.16800000000000012,2.92
82,-0.44799999999999995,1.38
83,-0.15999999999999986,2.1
84,0.07200000000000005,2.68
85,0.2720000000000001,3.18
86,0.40800000000000014,3.52
87,-0.31999999999999995,1.7
88,-0.10399999999999997,2.24
89,-0.424,1.44
90,0.32,3.3
91,-0.09599999999999995,2.28
92,-0.34399999999999975,1.64
93,0.8719999999999998,4.68
94,-0.24799999999999983,1.88
95,0.008000000000000009,2.52
96,0.8519999999999999,4.58
97,0.136,2.84
98,-0.16,2.1
99,0.016000000000000025,2.54
100,0.5279999999999999,3.84
101,0.128,2.82
102,0.5359999999999999,3.84
103,0.8239999999999997,4.56
104,0.43200000000000005,3.58
105,-0.03199999999999999,2.42
106,0.5199999999999997,3.82
107,0.1920000000000001,3.0
108,0.66,4.1
109,1.0,5.02
110,-0.09599999999999997,2.28
111,0.19200000000000006,2.98
112,0.18399999999999994,2.98
113,0.7280000000000002,4.32
114,0.74,4.3
115,-0.17600000000000002,2.06
116,-0.5200000000000001,1.2
117,0.136,2.84
118,0.32799999999999996,3.32
119,0.428,3.52
120,1.2720000000000002,5.6
121,0.8879999999999998,4.72
122,0.39199999999999996,3.48
123,0.5719999999999997,3.88
124,0.6240000000000002,4.06
125,0.06399999999999999,2.66
126,0.20000000000000004,3.02
127,0.504,3.76
128,1.28,5.72
129,1.4879999999999998,6.22
130,1.5520000000000003,6.28
131,0.008,2.52
132,0.7199999999999999,4.2
133,0.8640000000000002,4.66
134,0.956,4.84
135,1.1999999999999997,5.5
136,1.5959999999999999,6.44
137,2.8920000000000003,9.4
138,0.29600000000000004,3.24
139,1.3399999999999996,5.8
140,1.256,5.44
141,1.8719999999999999,6.88
