play,mean_rewards,mean_food_eaten
1,-0.512,1.22
2,-0.44,1.42
3,-0.6800000000000004,0.8
4,-0.64,0.9
5,-0.13599999999999998,2.16
6,-0.536,1.16
7,-0.040000000000000015,2.44
8,-0.2559999999999999,1.86
9,-0.424,1.44
10,0.19200000000000006,3.0
11,-0.28799999999999987,1.78
12,-0.44800000000000006,1.4
13,-0.2479999999999999,1.88
14,-0.336,1.66
15,-0.7520000000000002,0.62
16,-0.12799999999999997,2.18
17,-0.5600000000000002,1.1
18,-0.2879999999999999,1.78
19,-0.05599999999999996,2.36
20,-0.1919999999999999,2.02
21,-0.02399999999999998,2.44
22,-0.22399999999999995,1.94
23,0.136,2.84
24,-0.19999999999999996,2.0
25,-0.1519999999999999,2.12
26,0.12800000000000003,2.82
27,-0.14399999999999996,2.14
28,-0.039999999999999966,2.4
29,-0.30399999999999994,1.74
30,0.056000000000000015,2.64
31,-0.03999999999999995,2.4
32,-0.20799999999999996,1.98
33,0.064,2.66
34,0.02400000000000004,2.56
35,0.00800000000000003,2.52
36,0.11200000000000004,2.78
37,-0.2079999999999999,1.98
38,0.7280000000000001,4.32
39,-0.13599999999999995,2.16
40,0.632,4.08
41,0.7279999999999999,4.32
42,0.24799999999999997,3.12
43,-0.31199999999999994,1.72
44,-0.0879999999999999,2.28
45,0.2480000000000001,3.12
46,0.584,3.96
47,0.56,3.9
48,0.58,3.9
49,0.52,3.8
50,0.5359999999999999,3.84
51,0.9400000000000002,4.8
52,1.5200000000000002,6.2
53,1.3719999999999999,5.88
54,0.7599999999999999,4.4
55,0.768,4.42
56,1.3039999999999998,5.76
57,0.5479999999999998,3.82
58,0.6559999999999998,4.14
59,0.32000000000000006,3.3
60,1.0559999999999996,5.14
61,1.124,5.26
62,1.476,6.14
63,1.328,5.82
64,1.24,5.6
65,0.5840000000000001,3.96
66,0.648,4.12
67,1.18,5.4
68,1.4840000000000004,6.06
69,1.8040000000000003,6.86
70,1.7120000000000004,6.7
71,1.1079999999999999,5.22
72,1.1759999999999997,5.44
73,0.08000000000000002,2.7
74,1.0959999999999999,5.24
75,0.09600000000000003,2.74
76,1.2200000000000006,5.5
77,1.5439999999999998,6.28
78,2.724,8.96
79,1.855999999999999,7.04
80,1.604000000000001,6.46
81,1.3359999999999999,5.74
82,1.4359999999999997,5.94
83,0.976,4.94
84,1.912,7.18
85,2.74,9.2
86,2.012,7.28
87,2.092,7.6
88,1.8519999999999996,7.08
89,2.1719999999999997,7.58
90,1.9599999999999995,7.2
91,1.156,5.34
92,1.4640000000000004,6.16
93,1.376,5.74
94,1.648,6.52
95,2.508,8.42
96,3.06,9.7
97,2.2439999999999993,7.86
98,2.52,8.5
99,2.3079999999999994,8.02
100,1.9600000000000002,7.2
101,1.8639999999999999,7.06
102,1.3719999999999999,5.78
103,1.4320000000000002,5.98
104,1.9320000000000002,7.28
105,2.8719999999999994,9.1
106,1.8239999999999994,6.86
107,1.9320000000000002,7.18
108,2.2639999999999993,7.9
109,2.012,7.38
110,1.7239999999999998,6.7
111,2.3680000000000003,8.32
112,2.8440000000000003,9.26
113,2.8919999999999986,9.52
114,2.1679999999999997,7.62
115,2.852,9.08
116,2.9479999999999995,9.42
117,2.6359999999999992,8.84
118,3.3,10.2
119,2.336,8.14
120,3.6240000000000006,10.96
121,4.084,11.98
122,3.419999999999999,10.8
123,3.5639999999999996,11.16
124,2.1400000000000006,7.72
125,3.1679999999999997,9.92
126,2.7439999999999998,8.86
127,3.8199999999999994,11.2
128,2.6919999999999993,8.88
129,3.98,11.5
130,4.171999999999999,12.08
131,3.0359999999999996,9.64
132,3.4559999999999995,10.54
133,3.148,9.92
134,3.8199999999999994,11.2
135,4.047999999999999,11.82
136,3.344,10.36
137,3.1240000000000006,9.86
138,4.007999999999999,11.82
139,3.7079999999999997,11.12
140,3.5799999999999987,10.7
141,2.804,9.06
142,2.78,9.1
143,4.255999999999999,12.04
144,3.568,10.72
145,3.467999999999998,10.52
146,3.968,11.62
147,3.7639999999999985,11.26
148,3.068,9.74
149,3.455999999999999,10.66
150,2.427999999999999,8.32
151,3.7320000000000007,10.9
152,3.464,10.48
153,3.3039999999999985,10.36
154,3.287999999999999,10.02
155,4.404,12.46
156,3.5320000000000005,10.68
157,3.3279999999999994,10.32
158,3.528,10.52
159,4.644,12.86
160,3.68,10.8
161,2.619999999999999,8.8
162,3.7039999999999993,11.06
163,4.247999999999999,11.96
164,4.387999999999998,12.32
165,4.16,12.1
166,3.832,11.08
167,3.4559999999999995,10.74
168,3.2439999999999993,10.06
169,4.32,12.3
