play,mean_rewards,mean_food_eaten
1,-0.7840000000000004,0.54
2,-0.29599999999999993,1.76
3,-0.488,1.28
4,-0.3679999999999999,1.6
5,-0.13599999999999993,2.18
6,-0.47200000000000003,1.32
7,-0.5840000000000001,1.04
8,-0.19199999999999992,2.02
9,-0.32,1.7
10,-0.4480000000000001,1.38
11,-0.024,2.44
12,0.03200000000000004,2.58
13,-0.5440000000000002,1.14
14,-0.4159999999999999,1.46
15,-0.56,1.1
16,0.6720000000000002,4.18
17,-0.07199999999999998,2.32
18,-0.3759999999999999,1.56
19,-0.14400000000000002,2.14
20,-0.52,1.2
21,-0.4880000000000002,1.28
22,-0.2079999999999999,1.98
23,-0.07999999999999996,2.3
24,0.06399999999999999,2.66
25,0.5519999999999998,3.88
26,0.16800000000000004,2.92
27,-0.10399999999999998,2.24
28,0.25600000000000006,3.14
29,0.09600000000000009,2.74
30,0.4000000000000001,3.5
31,0.07199999999999998,2.68
32,0.031999999999999945,2.58
33,0.24,3.1
34,0.03200000000000005,2.58
35,-0.19199999999999992,2.02
36,0.636,4.04
37,0.68,4.22
38,1.0399999999999998,5.1
39,1.1119999999999997,5.28
40,0.6479999999999998,4.12
41,-0.3039999999999999,1.74
42,1.084,5.16
43,0.8640000000000001,4.56
44,0.644,4.06
45,0.008000000000000123,2.52
46,1.324,5.76
47,0.672,4.18
48,1.5039999999999998,6.16
49,0.752,4.38
50,1.1600000000000001,5.42
51,0.072,2.68
52,1.3479999999999996,5.82
53,1.232,5.48
54,0.9840000000000001,4.86
55,0.8319999999999999,4.58
56,0.5120000000000001,3.78
57,1.1039999999999999,5.16
58,0.9039999999999996,4.76
59,0.904,4.76
60,1.3840000000000001,5.96
61,1.1719999999999997,5.38
62,1.0479999999999998,5.12
63,0.8800000000000001,4.7
64,1.2239999999999995,5.46
65,1.0279999999999998,5.02
66,1.164,5.36
67,2.1399999999999997,7.8
68,0.7280000000000001,4.32
69,0.8920000000000001,4.58
70,0.592,3.98
71,1.2599999999999998,5.6
72,0.304,3.26
73,0.9239999999999999,4.76
74,1.192,5.48
75,1.3600000000000003,5.82
76,1.5960000000000005,6.44
77,2.26,8.0
78,1.7359999999999993,6.76
79,1.5800000000000003,6.4
80,1.1199999999999999,5.3
81,0.6719999999999999,4.18
82,1.5639999999999998,6.36
83,1.2799999999999998,5.62
84,1.5240000000000007,6.26
85,1.4840000000000009,5.96
86,2.044,7.46
87,2.24,7.8
88,0.868,4.62
89,1.7600000000000002,6.8
90,2.42,8.3
91,1.9519999999999995,7.08
92,3.272000000000001,10.08
93,1.9560000000000002,7.24
94,1.7600000000000002,6.8
95,1.888,7.02
96,2.132,7.68
97,1.736,6.64
98,2.939999999999999,9.5
99,1.9439999999999997,7.26
100,2.056000000000001,7.64
101,2.1199999999999997,7.6
102,2.1839999999999993,7.66
103,2.4920000000000004,8.28
104,2.7320000000000007,8.98
105,2.6,8.8
106,2.6879999999999997,8.92
107,2.4640000000000004,8.46
108,2.1039999999999996,7.56
109,2.7800000000000007,9.1
110,1.9880000000000004,7.32
111,3.3400000000000007,10.2
112,2.76,9.0
113,2.352,8.18
114,2.5199999999999996,8.5
115,2.5879999999999996,8.52
116,3.428,10.42
117,2.9759999999999995,9.54
118,2.8720000000000003,9.38
119,1.268,5.62
120,3.28,10.1
121,1.764,6.78
