play,mean_rewards,mean_food_eaten
1,-0.8160000000000001,0.48
2,-0.664,0.84
3,-0.6080000000000001,1.0
4,-0.136,2.16
5,-0.08000000000000002,2.3
6,-0.03199999999999999,2.42
7,5.329070518200751e-17,2.5
8,0.27199999999999996,3.18
9,0.17600000000000007,2.94
10,0.41600000000000015,3.54
11,0.2879999999999999,3.24
12,0.648,4.12
13,0.23200000000000007,3.08
14,0.13599999999999998,2.84
15,0.52,3.8
16,0.22400000000000003,3.06
17,0.7919999999999995,4.5
18,0.32799999999999996,3.32
19,0.528,3.82
20,0.44800000000000006,3.62
21,0.488,3.72
22,0.44000000000000006,3.6
23,0.24800000000000005,3.12
24,0.3600000000000001,3.42
25,0.3760000000000001,3.44
26,0.36800000000000005,3.42
27,0.31200000000000006,3.28
28,0.5439999999999999,3.86
29,0.5760000000000001,3.94
30,0.6879999999999998,4.22
31,0.2960000000000001,3.24
32,0.6719999999999999,4.18
33,0.8159999999999998,4.54
34,0.5519999999999999,3.9
35,0.024000000000000004,2.56
36,0.19199999999999995,2.98
37,0.16,2.9
38,0.28800000000000003,3.24
39,0.25600000000000017,3.14
40,0.4480000000000001,3.62
41,0.3680000000000001,3.42
42,-0.09599999999999997,2.26
43,0.29599999999999993,3.24
44,0.392,3.48
45,0.2560000000000001,3.14
46,0.23200000000000007,3.08
47,0.384,3.46
48,0.4160000000000001,3.54
49,0.07200000000000001,2.68
50,0.31999999999999995,3.3
51,0.2800000000000001,3.2
52,0.17600000000000002,2.94
53,0.32800000000000007,3.32
54,1.016,5.04
55,-0.04799999999999996,2.38
56,0.18400000000000002,2.98
57,0.5759999999999998,3.94
58,0.6279999999999997,4.02
59,0.28,3.2
60,0.44799999999999995,3.62
61,0.32800000000000007,3.32
62,0.40800000000000003,3.52
63,0.5279999999999999,3.82
64,0.184,2.96
65,0.7120000000000002,4.28
66,0.05600000000000007,2.64
67,0.336,3.36
68,0.16799999999999998,2.92
69,0.22400000000000006,3.06
70,0.8319999999999997,4.58
71,0.9120000000000001,4.78
72,0.824,4.56
73,0.752,4.38
74,0.8799999999999999,4.72
75,0.752,4.38
76,0.7120000000000002,4.28
77,0.4520000000000001,3.58
78,0.6159999999999999,4.06
79,0.9799999999999999,4.92
80,0.272,3.18
81,0.7279999999999999,4.32
82,0.4080000000000002,3.52
83,0.352,3.38
84,1.0399999999999998,5.1
85,0.9120000000000001,4.8
86,0.6519999999999999,4.08
87,0.6880000000000003,4.22
88,0.8719999999999999,4.68
89,1.0479999999999994,5.12
90,0.5680000000000001,3.92
91,1.2799999999999998,5.72
92,1.9040000000000001,7.06
93,1.352,5.88
94,1.6360000000000001,6.54
95,1.088,5.22
96,0.9519999999999996,4.88
97,1.1519999999999997,5.38
98,0.9519999999999998,4.88
99,1.3119999999999998,5.78
100,1.3199999999999996,5.8
101,1.096,5.26
102,0.9919999999999999,4.98
103,0.9480000000000001,4.82
104,1.2160000000000002,5.54
105,1.5439999999999998,6.36
106,1.3520000000000005,5.78
107,1.804,6.98
108,1.5399999999999998,6.32
109,1.3119999999999998,5.78
110,1.2880000000000005,5.62
111,1.9759999999999998,7.34
112,2.32,8.0
113,2.352,8.18
114,2.4679999999999995,8.54
115,2.619999999999999,8.92
116,2.5159999999999996,8.54
117,1.9159999999999997,7.14
118,1.8840000000000001,7.08
119,2.296,7.94
120,1.9080000000000004,7.16
121,2.42,8.1
122,2.16,7.8
123,2.3,8.0
124,2.336,8.24
125,2.4999999999999996,8.4
126,2.664,8.86
127,2.796,9.16
128,2.58,8.82
129,2.532,8.68
130,2.7079999999999997,8.82
131,2.8680000000000008,9.22
132,3.0320000000000005,9.72
133,2.984000000000001,9.48
134,2.7439999999999998,8.86
135,2.4119999999999995,8.28
136,2.6680000000000006,8.84
137,3.231999999999999,9.98
138,3.2679999999999993,9.92
139,2.8279999999999994,9.22
140,2.9799999999999995,9.4
141,3.1959999999999993,10.06
142,3.487999999999999,10.52
143,3.3679999999999994,10.22
144,3.8079999999999994,11.24
145,3.075999999999999,9.66
146,4.087999999999999,11.92
147,3.3439999999999985,10.46
148,3.08,9.6
149,3.112,9.88
150,1.8840000000000001,6.96
151,3.0199999999999996,9.6
152,2.424,8.28
153,3.404,10.36
154,2.7680000000000007,8.82
155,2.82,8.92
156,3.2560000000000002,9.94
157,2.56,8.5
158,3.5679999999999996,10.72
159,4.188,11.92
160,2.924000000000001,9.46
161,2.8400000000000007,9.1
162,4.172000000000001,11.78
163,3.127999999999999,9.84
164,3.6759999999999997,11.04
165,2.688,8.72
166,3.3840000000000003,10.26
167,3.952,11.38
168,3.3199999999999994,9.92
169,3.1639999999999997,9.96
170,3.2519999999999993,10.0
171,3.4079999999999995,10.52
172,3.8399999999999994,11.3
173,3.8,11.3
174,3.7839999999999994,10.96
175,3.4519999999999995,10.5
176,3.495999999999999,10.56
177,3.1839999999999993,9.88
178,2.0440000000000005,7.46
179,2.880000000000001,9.32
180,3.5399999999999996,10.62
181,2.8079999999999994,9.22
182,2.9999999999999996,9.44
183,2.94,9.4
184,3.2399999999999993,9.8
185,3.6240000000000006,10.86
186,3.4320000000000004,10.38
187,3.131999999999999,9.98
188,4.012,11.7
189,3.208,9.82
190,3.352000000000001,10.08
191,4.012,11.78
192,2.74,9.1
193,3.784,11.26
194,3.7039999999999997,11.06
195,3.403999999999999,10.38
196,3.52,10.5
197,3.5639999999999996,10.86
198,3.2319999999999993,9.98
199,2.983999999999999,9.36
200,3.119999999999999,9.74
201,2.5559999999999996,8.46
202,3.6399999999999992,10.62
203,3.423999999999999,10.52
204,3.295999999999999,10.34
205,3.256,10.06
206,3.535999999999999,10.54
207,3.7960000000000003,11.14
208,3.515999999999999,10.64
209,3.1399999999999992,9.8
210,3.2159999999999997,9.96
211,3.7159999999999997,10.94
212,3.2079999999999997,9.92
213,2.888,9.22
214,3.408,10.22
215,3.9799999999999995,11.4
216,3.4000000000000004,10.4
217,3.899999999999999,11.4
218,2.7319999999999998,8.98
219,3.7199999999999993,11.12
220,3.704000000000001,10.86
221,5.024,13.36
222,3.82,11.2
223,3.8999999999999995,11.4
224,3.6200000000000006,10.7
225,3.1320000000000014,9.8
226,3.1759999999999993,9.84
227,3.792000000000001,11.18
228,3.1520000000000006,9.78
229,4.267999999999998,12.22
230,2.704000000000001,8.76
231,3.772,11.12
232,4.14,11.8
233,3.352,10.38
234,4.112,11.7
235,2.8680000000000003,9.24
236,3.3,10.1
237,4.192,11.68
238,3.720000000000001,10.9
239,3.2880000000000003,10.04
240,3.608,10.54
241,4.039999999999999,11.7
242,3.4320000000000004,10.5
243,4.484,12.26
244,3.9599999999999995,11.5
245,3.012,9.28
246,3.252,10.18
247,3.7439999999999998,11.2
248,3.5680000000000005,10.72
249,2.883999999999999,9.16
250,2.6,8.6
251,3.3280000000000003,10.02
252,3.6480000000000006,10.82
253,3.2199999999999993,9.9
254,2.888,9.22
255,3.6799999999999993,10.8
256,3.4160000000000004,10.54
257,3.131999999999999,9.88
258,3.2159999999999997,9.84
259,3.5800000000000005,10.72
260,2.9719999999999995,9.48
261,4.096000000000001,11.64
262,3.524000000000001,10.56
263,2.7879999999999994,9.22
264,3.196,9.94
265,3.696,10.84
266,4.271999999999999,12.2
267,3.184,9.76
268,3.48,10.6
269,3.3040000000000003,10.06
270,3.396000000000001,10.34
271,3.6919999999999997,10.98
272,3.924,11.26
273,3.571999999999999,10.6
274,2.9440000000000004,9.08
275,3.8959999999999995,11.34
276,4.295999999999999,12.14
277,3.9879999999999995,11.62
278,4.58,12.6
279,3.9640000000000004,11.56
280,3.8,11.1
281,3.8,11.0
282,3.3959999999999995,10.14
283,3.5880000000000005,10.74
284,3.6679999999999997,10.92
285,3.956000000000001,11.46
286,3.5799999999999996,10.7
287,3.416000000000001,10.34
288,3.975999999999999,11.46
289,3.304,10.36
290,3.8080000000000003,11.32
291,4.0040000000000004,11.66
292,3.46,10.32
293,4.687999999999999,13.12
294,3.923999999999999,11.36
295,3.9119999999999995,11.28
296,3.4839999999999987,10.58
297,2.8079999999999994,9.12
298,3.236,9.94
299,4.035999999999999,11.64
300,3.939999999999999,11.4
