play,mean_rewards,mean_food_eaten
1,-0.9200000000000002,0.2
2,-0.6079999999999999,0.98
3,-0.52,1.22
4,-0.544,1.14
5,-0.3999999999999999,1.5
6,-0.11199999999999996,2.22
7,-0.5680000000000001,1.1
8,-0.44800000000000006,1.38
9,-0.40800000000000014,1.5
10,-0.24799999999999997,1.88
11,-0.32800000000000007,1.68
12,-0.47200000000000003,1.32
13,-0.3679999999999999,1.58
14,-0.32800000000000007,1.7
15,-0.3119999999999999,1.72
16,-0.06399999999999999,2.34
17,-0.2719999999999998,1.82
18,-0.03199999999999998,2.42
19,-0.08000000000000003,2.32
20,3.3306690738754695e-17,2.5
21,-0.2879999999999999,1.8
22,-0.07999999999999999,2.3
23,-0.2079999999999999,1.98
24,-0.40800000000000003,1.48
25,-0.23199999999999985,1.92
26,-0.03199999999999998,2.42
27,-0.456,1.36
28,-0.15999999999999998,2.1
29,0.15999999999999998,2.9
30,0.12000000000000004,2.8
31,0.7880000000000001,4.42
32,0.04799999999999999,2.62
33,0.3840000000000001,3.46
34,-0.22399999999999995,1.94
35,0.09600000000000002,2.74
36,-0.43200000000000005,1.42
37,0.6239999999999999,4.06
38,0.38399999999999984,3.46
39,0.17600000000000002,2.94
40,0.44799999999999995,3.62
41,0.568,3.92
42,0.2640000000000002,3.16
43,0.04799999999999999,2.62
44,-0.47200000000000003,1.32
45,0.15600000000000003,2.84
46,0.288,3.22
47,-0.03999999999999998,2.4
48,-0.2559999999999999,1.86
49,0.6,4.0
50,0.9039999999999999,4.76
51,0.544,3.88
52,0.3999999999999999,3.52
53,0.8719999999999999,4.68
54,0.7639999999999999,4.38
55,0.272,3.18
56,0.8879999999999998,4.72
57,0.2000000000000001,3.0
58,0.92,4.7
59,0.7759999999999999,4.44
60,1.5480000000000005,6.32
61,1.2000000000000002,5.4
62,1.2559999999999996,5.54
63,1.164,5.36
64,0.4840000000000002,3.68
65,1.8679999999999999,6.92
66,0.7919999999999999,4.48
67,1.5440000000000003,6.38
68,1.7560000000000011,6.74
69,0.9439999999999997,4.76
